Type,Продукт,Калорийность,Белки,Жиры,Углеводы
Ашан,Вода Клубника [Ашан],15 кКал,0 г,0 г,"4,5 г"
Ашан,Воздушный Рис [Ашан],381 кКал,"7,1 г","1,1 г",85 г
Ашан,Волнушки Соленые [Ашан],22 кКал,"2,5 г","0,5 г","1,7 г"
Ашан,Вырезка Говяжья [Ашан],181 кКал,"22,7 г",10 г,0 г
Ашан,Вырезка Говяжья Фермерская [Ашан],140 кКал,18 г,8 г,0 г
Ашан,Вырезка Свиная [Ашан],138 кКал,18 г,7 г,0 г
Ашан,Вырезка Свиная Фермерская [Ашан],150 кКал,16 г,10 г,0 г
Ашан,Вырезка Столичная [Ашан],75 кКал,12 г,3 г,0 г
Ашан,Вырезка Телячья [Ашан],98 кКал,20 г,2 г,0 г
Ашан,Гавайская Смесь [Ашан],90 кКал,"3,5 г",1 г,17 г
Ашан,Галантин [Ашан],230 кКал,15 г,"18,5 г","1,5 г"
Ашан,Галеты из Брокколи [Ашан],60 кКал,"1,5 г","1,5 г",10 г
Ашан,Галеты из Риса с Кунжутом [Ашан],381 кКал,"8,4 г","3,4 г","77,5 г"
Ашан,Галеты из Риса с Шоколадом [Ашан],509 кКал,"7,4 г","24,2 г","62,1 г"
Ашан,Галеты Старт с Отрубями [Ашан],330 кКал,"11,5 г","1,5 г",69 г
Ашан,Галстук с Шоколадом [Ашан],290 кКал,"5,3 г","13,6 г","36,4 г"
Ашан,Геркулес [Ашан],400 кКал,11 г,6 г,70 г
Ашан,Гнезда из Твёрдых Сортов Пшеницы [Ашан],340 кКал,"10,5 г",1 г,71 г
Ашан,Говядина [Ашан],170 кКал,16 г,12 г,0 г
Ашан,Говядина Варёно-Копченая [Ашан],144 кКал,18 г,8 г,0 г
Ашан,Говядина для Тушения «Фермерская» [Ашан],230 кКал,16 г,18 г,0 г
Ашан,Говядина для Тушения [Ашан],131 кКал,17 г,7 г,0 г
Ашан,Говядина Духовая «Фермерская» [Ашан],240 кКал,14 г,20 г,0 г
Ашан,Говядина Духовая [Ашан],240 кКал,14 г,20 г,0 г
Ашан,Говядина Имперская [Ашан],154 кКал,15 г,10 г,1 г
Ашан,Говядина Категории А [Ашан],123 кКал,19 г,5 г,0 г
Ашан,Говядина Копчено-Вареная [Ашан],96 кКал,14 г,4 г,1 г
Ашан,Говядина Кусок [Ашан],67 кКал,10 г,3 г,0 г
Ашан,Говядина на Ребрышках [Ашан],189 кКал,18 г,13 г,0 г
Ашан,Говядина Праздничная [Ашан],108 кКал,20 г,"3,5 г",0 г
Ашан,Говядина Тазобедренная [Ашан],107 кКал,20 г,3 г,0 г
Ашан,Говядина Тазобедренная Часть [Ашан],123 кКал,19 г,5 г,0 г
Ашан,Говяжий Жир [Ашан],897 кКал,0 г,"99,7 г",0 г
Ашан,Говяжий Фарш [Ашан],248 кКал,17 г,20 г,0 г
Ашан,Говяжье Легкое [Ашан],92 кКал,"14,8 г","3,6 г",0 г
Ашан,Голень Куриная [Ашан],223 кКал,23 г,"8,9 г","0,7 г"
Ашан,Голова Форели [Ашан],97 кКал,"19,2 г","2,1 г",0 г
Ашан,Голубцы Ленивые [Ашан],106 кКал,4 г,6 г,9 г
Ашан,Голубцы Овощные [Ашан],77 кКал,"1,7 г","3,8 г","8,9 г"
Ашан,Голубцы с Мясом и Рисом [Ашан],123 кКал,"6,8 г","7,8 г","6,2 г"
Ашан,Голяшка Говяжья [Ашан],107 кКал,20 г,3 г,0 г
Ашан,Голяшка Говяжья Б/К [Ашан],114 кКал,"19,3 г","4,1 г",0 г
Ашан,Голяшка Говяжья Бескостная Фермерская [Ашан],187 кКал,"18,9 г","12,4 г",0 г
Ашан,Голяшка Свиная [Ашан],167 кКал,17 г,11 г,0 г
Ашан,Голяшка Телячья [Ашан],94 кКал,19 г,2 г,0 г
Ашан,Горбуша [Ашан],174 кКал,21 г,10 г,0 г
Ашан,Горбуша г/К [Ашан],177 кКал,24 г,9 г,0 г
Ашан,Горбуша Х/К [Ашан],235 кКал,21 г,5 г,0 г
Ашан,Горбуша Х/К Спинка [Ашан],235 кКал,21 г,15 г,0 г
Ашан,Горох Варёный [Ашан],60 кКал,6 г,0 г,9 г
Ашан,Горошек Зелёный [Ашан],35 кКал,3 г,0 г,6 г
Ашан,Горошек Печеный с Овощами [Ашан],60 кКал,"2,5 г","1,5 г",9 г
Ашан,Горошница [Ашан],128 кКал,"7,6 г","3,2 г","16,2 г"
Ашан,Горчица [Ашан],155 кКал,"7,2 г","11,8 г","2,3 г"
Ашан,Горчица Дижонская Био [Ашан],165 кКал,"6,3 г","11,3 г","7,4 г"
Ашан,Горчица Дижонская Сладкая [Ашан],180 кКал,"8,5 г",13 г,"7,5 г"
Ашан,Горчица Зернистая [Ашан],210 кКал,"7,5 г",9 г,25 г
Ашан,Горький Шоколад 60% Цукаты и Орехи [Ашан],515 кКал,"6,4 г","32,5 г","49,2 г"
Ашан,Горький Шоколад 72% [Ашан],570 кКал,9 г,"42,4 г",36 г
Ашан,Горький Шоколад Куба 70% [Ашан],537 кКал,"7,7 г","42,6 г","30,7 г"
Ашан,Горький Шоколад Папуа Новая Гвинея [Ашан],506 кКал,"8,9 г","38,4 г","31,1 г"
Ашан,Горький Шоколад с Цукатами и Орехами [Ашан],515 кКал,"6,4 г","32,5 г","49,2 г"
Ашан,"Горький Шоколад Санто-Доминго 71,6% [Ашан]",541 кКал,"7,6 г","43,1 г","30,7 г"
Ашан,Горький Шоколад Эквадор 72% Какао [Ашан],506 кКал,"8,9 г","38,6 г","30,7 г"
Ашан,Гранат [Ашан],52 кКал,"0,9 г",0 г,"13,9 г"
Ашан,Гренадиновый Сироп [Ашан],308 кКал,0 г,0 г,77 г
Ашан,Грецкие Орехи [Ашан],660 кКал,16 г,61 г,11 г
Ашан,Грецкий Орех [Ашан],686 кКал,15 г,66 г,8 г
Ашан,Грецкий Орех Очищенный [Ашан],648 кКал,"16,8 г","10,2 г","61,3 г"
Ашан,Греческая Улитка Мак Ваниль [Ашан],334 кКал,"7,6 г","7,9 г","58,2 г"
Ашан,Греческий Салат [Ашан],304 кКал,"13,3 г","24,3 г","7,6 г"
Ашан,Гречка [Ашан],340 кКал,13 г,"3,5 г",64 г
Ашан,Гречка в Пакетиках [Ашан],215 кКал,"8,1 г","2,2 г",40 г
Ашан,Гречка Грибы [Ашан],145 кКал,"5,4 г","4,5 г","20,8 г"
Ашан,Гречка на Пару [Ашан],157 кКал,"6,2 г","1,6 г","29,5 г"
Ашан,Гречка Отварная [Ашан],104 кКал,4 г,2 г,19 г
Ашан,Гречка с Грибами [Ашан],188 кКал,"5,4 г","9,3 г","20,5 г"
Ашан,Гречневая Каша с Курицей [Ашан],139 кКал,"1,5 г","5,8 г","19,8 г"
Ашан,Гречневая Крупа [Ашан],350 кКал,13 г,3 г,68 г
Ашан,Гречневая Крупа [Ашан],215 кКал,"8,1 г","2,2 г",40 г
Ашан,"Грибы ""Шитаки"" [Ашан]",116 кКал,"3,7 г","10,9 г","1,1 г"
Ашан,Грибы в Сметанном Соусе [Ашан],134 кКал,"31,6 г","20,8 г","28,8 г"
Ашан,Грибы Шиитаке [Ашан],34 кКал,"2,2 г","0,5 г","6,8 г"
Ашан,Грудинка Говяжья Бескостная «Фермерская» [Ашан],250 кКал,12 г,22 г,0 г
Ашан,Грудинка на Хрящиках [Ашан],530 кКал,8 г,55 г,0 г
Ашан,Грудинка Свиная Б/К [Ашан],543 кКал,8 г,55 г,0 г
Ашан,Грудка Куриная Отварная [Ашан],183 кКал,"34,2 г","4,9 г","0,3 г"
Ашан,Грудки Куриные Гриль [Ашан],140 кКал,"17,8 г","7,6 г",0 г
Ашан,Груша Анжу [Ашан],59 кКал,"0,4 г","0,4 г","15,1 г"
