Type,Продукт,Калорийность,Белки,Жиры,Углеводы
Макдоналдс_(McDonalds),Картошка по-Деревенски [Макдоналдс],331 кКал,"4,6 г",15 г,42 г
Макдоналдс_(McDonalds),Картошка по-Техасски Фри [Макдоналдс],436 кКал,"8,7 г",25 г,43 г
Макдоналдс_(McDonalds),Картошка Фри [Макдоналдс],240 кКал,3 г,12 г,29 г
Макдоналдс_(McDonalds),Картошка Фри Средняя Порция [Макдоналдс],330 кКал,"3,9 г",16 г,41 г
Макдоналдс_(McDonalds),Кетчуп [Макдоналдс],36 кКал,"0,5 г","0,1 г","6,2 г"
Макдоналдс_(McDonalds),Кленовый Пекан [Макдоналдс],340 кКал,4 г,23 г,29 г
Макдоналдс_(McDonalds),Клюква и Изюм [Макдоналдс],63 кКал,"0,3 г",0 г,16 г
Макдоналдс_(McDonalds),"Кока-Кола (0,25 L) [Макдоналдс]",110 кКал,0 г,0 г,27 г
Макдоналдс_(McDonalds),"Кока-Кола (0,4 L) [Макдоналдс]",170 кКал,0 г,0 г,42 г
Макдоналдс_(McDonalds),"Кока-Кола (0,5 L) [Макдоналдс]",210 кКал,0 г,0 г,53 г
Макдоналдс_(McDonalds),Кока-Кола Лайт [Макдоналдс],2 кКал,"0,3 г",0 г,0 г
Макдоналдс_(McDonalds),"Кока-Кола Макфизз Ваниль (0,4 L) [Макдоналдс]",127 кКал,0 г,0 г,32 г
Макдоналдс_(McDonalds),Коктейль ванильный [Макдоналдс],400 кКал,10 г,10 г,68 г
Макдоналдс_(McDonalds),Коктейль ванильный McDonalds 400 мл [Макдоналдс],385 кКал,9 г,7 г,71 г
Макдоналдс_(McDonalds),Коктейль Клубничный [Макдоналдс],385 кКал,9 г,7 г,71 г
Макдоналдс_(McDonalds),Коктейль клубничный McDonalds 400 мл [Макдоналдс],385 кКал,9 г,7 г,71 г
Макдоналдс_(McDonalds),Коктейль Молочный Дольче Малина [Макдоналдс],235 кКал,"5,7 г","4,3 г",44 г
Макдоналдс_(McDonalds),Коктейль Шоколадный [Макдоналдс],395 кКал,10 г,8 г,70 г
Макдоналдс_(McDonalds),Коктейль шоколадный McDonalds 400 мл [Макдоналдс],395 кКал,10 г,8 г,70 г
Макдоналдс_(McDonalds),"Кофе (0,2 L) [Макдоналдс]",7 кКал,"0,6 г","0,2 г","0,6 г"
Макдоналдс_(McDonalds),"Кофе (0,3 L) [Макдоналдс]",10 кКал,"0,9 г",0 г,"0,9 г"
Макдоналдс_(McDonalds),"Кофе Глясе (0,3 L) [Макдоналдс]",123 кКал,"3,6 г","3,3 г",20 г
Макдоналдс_(McDonalds),Кофе Гляссе [Макдоналдс],125 кКал,4 г,3 г,19 г
Макдоналдс_(McDonalds),Кофе Латте [Макдоналдс],132 кКал,"6,1 г","7,4 г",10 г
Макдоналдс_(McDonalds),Кофе Мокко [Макдоналдс],230 кКал,9 г,8 г,30 г
Макдоналдс_(McDonalds),Кофе Сливочная Арабика [Макдоналдс],298 кКал,6 г,22 г,19 г
Макдоналдс_(McDonalds),"Кофе Флэт Уайт (0,3 L) [Макдоналдс]",113 кКал,"5,8 г",6 г,"8,9 г"
Макдоналдс_(McDonalds),Креветки в Кляре [Макдоналдс],267 кКал,"12,5 г","13,5 г","22,9 г"
Макдоналдс_(McDonalds),Круассан [Макдоналдс],191 кКал,"3,5 г",11 г,19 г
Макдоналдс_(McDonalds),Круассан с Сыром и Прованскими Травами [Макдоналдс],280 кКал,7 г,17 г,24 г
Макдоналдс_(McDonalds),Куриные Крылышки (4) [Макдоналдс],184 кКал,20 г,11 г,"1,5 г"
Макдоналдс_(McDonalds),Куриные Крылышки (6) [Макдоналдс],292 кКал,32 г,16 г,"4,1 г"
Макдоналдс_(McDonalds),Куриные Крылышки (9) [Макдоналдс],415 кКал,45 г,24 г,"3,3 г"
Макдоналдс_(McDonalds),Куриные Крылышки [Макдоналдс],99 кКал,"6,1 г","6,5 г","4,1 г"
Макдоналдс_(McDonalds),Куриные Крылья [Макдоналдс],973 кКал,60 г,63 г,42 г
Макдоналдс_(McDonalds),Куриные Наггетсы [Макдоналдс],45 кКал,"2,8 г","2,3 г","3,2 г"
Макдоналдс_(McDonalds),"Латте (0,3 L) [Макдоналдс]",125 кКал,6 г,7 г,10 г
Макдоналдс_(McDonalds),"Латте Гранд (0,4 L) [Макдоналдс]",130 кКал,"6,5 г",7 г,10 г
Макдоналдс_(McDonalds),Лимонад Вишня [Макдоналдс],139 кКал,0 г,0 г,35 г
Макдоналдс_(McDonalds),Лимонад Гренадин [Макдоналдс],79 кКал,0 г,0 г,20 г
Макдоналдс_(McDonalds),Лимонад Гуава [Макдоналдс],140 кКал,"0,1 г",0 г,35 г
Макдоналдс_(McDonalds),Лимонад Малина [Макдоналдс],139 кКал,0 г,0 г,35 г
Макдоналдс_(McDonalds),Лимонный Треугольник [Макдоналдс],130 кКал,"1,3 г","6,9 г",16 г
Макдоналдс_(McDonalds),Лимонный Чизкейк [Макдоналдс],281 кКал,7 г,17 г,24 г
Макдоналдс_(McDonalds),Макарони [Макдоналдс],75 кКал,"1,1 г","3,4 г","9,8 г"
Макдоналдс_(McDonalds),Макзавтрак Блины с джемом [Макдоналдс],303 кКал,7 г,3 г,57 г
Макдоналдс_(McDonalds),Макзавтрак Блины с мёдом [Макдоналдс],308 кКал,7 г,3 г,59 г
Макдоналдс_(McDonalds),Макзавтрак Блины стандартные [Макдоналдс],235 кКал,7 г,3 г,45 г
Макдоналдс_(McDonalds),Макзавтрак двойной МакМаффин с яйцом и свиной котлетой [Макдоналдс],645 кКал,36 г,41 г,31 г
Макдоналдс_(McDonalds),Макзавтрак двойной Фреш МакМаффин [Макдоналдс],560 кКал,27 г,35 г,33 г
Макдоналдс_(McDonalds),Макзавтрак МакМаффин с яйцом и беконом [Макдоналдс],310 кКал,17 г,14 г,27 г
Макдоналдс_(McDonalds),Макзавтрак МакМаффин с яйцом и свиной котлетой [Макдоналдс],435 кКал,24 г,25 г,27 г
Макдоналдс_(McDonalds),Макзавтрак МакМаффин с яйцом и сыром [Макдоналдс],275 кКал,15 г,11 г,27 г
Макдоналдс_(McDonalds),Макзавтрак МакМаффин со свиной котлетой [Макдоналдс],360 кКал,17 г,20 г,27 г
Макдоналдс_(McDonalds),Макзавтрак МакТост [Макдоналдс],255 кКал,10 г,10 г,30 г
Макдоналдс_(McDonalds),Макзавтрак МакТост с ветчиной [Макдоналдс],280 кКал,14 г,11 г,30 г
Макдоналдс_(McDonalds),Макзавтрак Овсяная каша с джемом [Макдоналдс],200 кКал,4 г,4 г,35 г
Макдоналдс_(McDonalds),Макзавтрак Овсяная каша с клюквой и изюмом [Макдоналдс],212 кКал,"4,3 г",4 г,38 г
Макдоналдс_(McDonalds),Макзавтрак Овсяная каша с мёдом [Макдоналдс],210 кКал,4 г,4 г,35 г
Макдоналдс_(McDonalds),Макзавтрак Овсяная каша стандартная [Макдоналдс],150 кКал,4 г,4 г,23 г
Макдоналдс_(McDonalds),Макзавтрак Снек Ролл с омлетом и беконом [Макдоналдс],320 кКал,16 г,16 г,27 г
Макдоналдс_(McDonalds),Макзавтрак Снек Ролл с омлетом и свиной котлетой [Макдоналдс],435 кКал,22 г,26 г,27 г
Макдоналдс_(McDonalds),Макзавтрак Фреш МакМаффин [Макдоналдс],400 кКал,18 г,21 г,33 г
Макдоналдс_(McDonalds),Макзавтрак Хашбраун [Макдоналдс],135 кКал,1 г,8 г,14 г
Макдоналдс_(McDonalds),Макзавтрак Чикен Фреш МакМаффин [Макдоналдс],365 кКал,19 г,13 г,41 г
Макдоналдс_(McDonalds),Макмаффин с Яйцом и Беконом [Макдоналдс],317 кКал,18 г,15 г,26 г
Макдоналдс_(McDonalds),Макмаффин с Яйцом и Ветчиной [Макдоналдс],312 кКал,20 г,14 г,27 г
Макдоналдс_(McDonalds),Макмаффин с Яйцом и Свиной Котлетой [Макдоналдс],434 кКал,25 г,25 г,26 г
Макдоналдс_(McDonalds),Макмаффин с Яйцом и Сыром [Макдоналдс],289 кКал,16 г,13 г,26 г
Макдоналдс_(McDonalds),Макмаффин со Свиной Котлетой [Макдоналдс],344 кКал,18 г,18 г,26 г
Макдоналдс_(McDonalds),Макпирог Клубничный Чизкейк [Макдоналдс],186 кКал,3 г,7 г,27 г
Макдоналдс_(McDonalds),Макпирог с Вишней [Макдоналдс],255 кКал,3 г,13 г,31 г
Макдоналдс_(McDonalds),Макпирог Шоколадно-Апельсиновый [Макдоналдс],294 кКал,3 г,14 г,38 г
Макдоналдс_(McDonalds),Максанди с Карамелью [Макдоналдс],241 кКал,5 г,5 г,44 г
Макдоналдс_(McDonalds),Максанди с Шоколадом [Макдоналдс],243 кКал,"5,7 г","6,8 г","39,5 г"
Макдоналдс_(McDonalds),Мактост [Макдоналдс],255 кКал,10 г,10 г,30 г
Макдоналдс_(McDonalds),Мактост с Ветчиной [Макдоналдс],280 кКал,14 г,11 г,30 г
Макдоналдс_(McDonalds),Мактост с Ветчиной и Сыром [Макдоналдс],265 кКал,14 г,11 г,28 г
Макдоналдс_(McDonalds),Мактост с Грибами и Сыром [Макдоналдс],243 кКал,"8,8 г",11 г,26 г
Макдоналдс_(McDonalds),Мактост с Сыром [Макдоналдс],240 кКал,10 г,"9,7 г",27 г
Макдоналдс_(McDonalds),Макфлури Гуава [Макдоналдс],343 кКал,"6,4 г","8,2 г",61 г
Макдоналдс_(McDonalds),Макфлури Де Люкс Ананас [Макдоналдс],334 кКал,"6,4 г","8,2 г",59 г
Макдоналдс_(McDonalds),Макфлури Де Люкс Крем-Брюле [Макдоналдс],322 кКал,6 г,6 г,59 г
Макдоналдс_(McDonalds),Макфлури Де Люкс Мокко [Макдоналдс],360 кКал,"7,2 г",11 г,57 г
Макдоналдс_(McDonalds),Макфлури Де Люкс Персик [Макдоналдс],347 кКал,"6,7 г","8,2 г",61 г
Макдоналдс_(McDonalds),Макфлури Де Люкс с Бисквитом и Карамелью [Макдоналдс],400 кКал,"7,1 г",11 г,67 г
Макдоналдс_(McDonalds),Макфлури Карамель [Макдоналдс],354 кКал,"8,1 г",9 г,60 г
Макдоналдс_(McDonalds),Макфлури Карамельный с Вафельно-Шоколадной Крошкой [Макдоналдс],370 кКал,7 г,"9,4 г",64 г
Макдоналдс_(McDonalds),Макфлури Лесной Орех [Макдоналдс],220 кКал,8 г,6 г,34 г
Макдоналдс_(McDonalds),Макфлури с Вафельно-Шоколадной Крошкой [Макдоналдс],270 кКал,6 г,8 г,43 г
Макдоналдс_(McDonalds),Макфлури с Шоколадно-Вафельной Крошкой [Макдоналдс],280 кКал,6 г,8 г,40 г
Макдоналдс_(McDonalds),Макфлури Сочный Ананас [Макдоналдс],290 кКал,"5,5 г","5,6 г",54 г
Макдоналдс_(McDonalds),Макфлури Спелая Вишня [Макдоналдс],344 кКал,"6,4 г","8,2 г",61 г
Макдоналдс_(McDonalds),Макфлури Спелое Манго [Макдоналдс],285 кКал,"5,5 г","5,7 г",53 г
Макдоналдс_(McDonalds),Макфлури Тирамису [Макдоналдс],343 кКал,7 г,"7,6 г",62 г
Макдоналдс_(McDonalds),Макфлури Яблочный Пай [Макдоналдс],307 кКал,"6,5 г","6,6 г",55 г
Макдоналдс_(McDonalds),Макфлурри Де Люкс Грецкий Орех [Макдоналдс],277 кКал,"5,5 г","5,6 г",51 г
Макдоналдс_(McDonalds),Макфлурри Де Люкс Гуава [Макдоналдс],343 кКал,"6,4 г","8,2 г",61 г
Макдоналдс_(McDonalds),Макфлурри Де Люкс Карамельно-Шоколадное [Макдоналдс],406 кКал,"7,1 г",11 г,71 г
Макдоналдс_(McDonalds),Макфлурри Де Люкс Клубнично-Шоколадное [Макдоналдс],345 кКал,"6,4 г","8,6 г",60 г
Макдоналдс_(McDonalds),Макфлурри Де Люкс Клубничный Бискотти [Макдоналдс],337 кКал,"6,4 г","9,4 г",56 г
Макдоналдс_(McDonalds),Макфлурри Де Люкс Крем-Брюле [Макдоналдс],322 кКал,"6,5 г","6,6 г",59 г
Макдоналдс_(McDonalds),Макфлурри Де Люкс Малина [Макдоналдс],294 кКал,"6,4 г","8,2 г",48 г
Макдоналдс_(McDonalds),Макфлурри Де Люкс Мокко [Макдоналдс],360 кКал,"7,2 г",11 г,57 г
Макдоналдс_(McDonalds),Макфлурри Де Люкс Персик [Макдоналдс],347 кКал,"6,7 г","8,2 г",61 г
Макдоналдс_(McDonalds),Макфлурри Де Люкс с Бисквитом и Карамелью [Макдоналдс],400 кКал,"7,1 г",11 г,67 г
Макдоналдс_(McDonalds),Макфлурри Де Люкс Фисташка [Макдоналдс],268 кКал,"6,1 г","7,7 г",44 г
Макдоналдс_(McDonalds),Макфлурри Де Люкс Шоколадно-Карамельное [Макдоналдс],406 кКал,"7,1 г",11 г,71 г
