Type,Продукт,Калорийность,Белки,Жиры,Углеводы
Овощи_и_зелень,"Картофель-фри со стейком, с добавлением соли в процессе жарки, замороженный, до готовки (в сыром виде)",130 кКал,"2,19 г","3,39 г","21,61 г"
Овощи_и_зелень,"Картофель-фри со стейком, с добавлением соли в процессе жарки, замороженный, после приготовления в духовке",148 кКал,"2,57 г","3,76 г","24,38 г"
Овощи_и_зелень,"Картофель-фри, прессованный, замороженный, неприготовленный",260 кКал,"2,83 г","14,95 г","27,25 г"
Овощи_и_зелень,"Картофель-фри, прессованный, замороженный, приготовленный без соли, после приготовления в духовке",333 кКал,"3,55 г","18,71 г","36,48 г"
Овощи_и_зелень,"Картофель-фри, с добавлением соли в процессе жарки, замороженный, до готовки (в сыром виде)",163 кКал,"2,16 г","6,24 г","23,29 г"
Овощи_и_зелень,"Картофель-фри, с добавлением соли в процессе жарки, замороженный, после приготовления в духовке",194 кКал,"2,9 г","6,76 г","28,86 г"
Овощи_и_зелень,"Картофель-фри, фигурной или прямой порезки, с добавлением соли в процессе жарки, замороженный, до готовки (в сыром виде)",146 кКал,"2,34 г","4,99 г","21,96 г"
Овощи_и_зелень,"Картофель-фри, фигурной или прямой порезки, с добавлением соли в процессе жарки, замороженный, после приготовления в духовке",161 кКал,"2,51 г","5,13 г","25,2 г"
Овощи_и_зелень,"Картофель, замороженный целиком, вареный, без соли",65 кКал,"1,98 г","0,13 г","13,12 г"
Овощи_и_зелень,"Картофель, замороженный целиком, вареный, без соли",63 кКал,"1,98 г","0,13 г","12,53 г"
Овощи_и_зелень,"Картофель, запеченный в сметанном соусе по 1-244",114 кКал,"2,5 г","5,3 г","13,8 г"
Овощи_и_зелень,"Картофель, запеченный с яйцом по 1-244",228 кКал,"4,7 г","14,5 г","19,5 г"
Овощи_и_зелень,"Картофель, консервированный",44 кКал,"1,2 г","0,11 г","8,49 г"
Овощи_и_зелень,"Картофель, консервированный, без добавления соли, сухой продукт без маринада",60 кКал,"1,4 г","0,2 г","11,2 г"
Овощи_и_зелень,"Картофель, консервированный, сухой продукт без маринада",60 кКал,"1,41 г","0,21 г","11,31 г"
